mag_id,coassembly_ecozone,completeness,contamination,strain_heterogeneity,genome_size_mbp,gc,n_genes,coding_density,n_contigs,n50,n_trna_genes,n_trna_aminoacids,n_16s_rrna_genes,n_23s_rrna_genes,n_5s_rrna_genes,mimag_quality,domain,phylum,class,order,family,genus,species,taxon
PM_bin336,Pacific Maritime,75.94,0.84,0,2.187728,49.53394572,2310,0.94663779,346,7283,23,15,0,0,0,medium,Bacteria,Bdellovibrionota,Bdellovibrionia_A,UBA1018,NA,NA,NA,Bdellovibrionota/_C
PM_bin391,Pacific Maritime,83.28,5.39,4.76,1.266775,35.85893312,1268,0.871123917,220,6133,28,18,1,1,1,medium,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,NA,Alphaproteobacteria
PM_bin395,Pacific Maritime,51.11,0.54,0,1.002777,53.02245664,1139,0.937287154,204,5157,18,11,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA11398,NA,Actinobacteriota
PM_bin398,Pacific Maritime,78.88,1.51,0,2.788316,65.59313937,2614,0.919068355,455,7200,33,17,1,0,1,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA6669,NA,Verrucomicrobiota/_A
PM_bin400,Pacific Maritime,53.51,3.51,0,1.332072,46.36633756,1354,0.940732933,212,7729,14,12,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Rhodoluna,NA,Actinobacteriota
PM_bin409,Pacific Maritime,74.14,0,0,0.699004,41.20620197,728,0.922584134,22,51577,45,20,2,2,1,medium,Bacteria,Patescibacteria,Saccharimonadia,NA,NA,NA,NA,Patescibacteria
PM_bin426,Pacific Maritime,88.19,0.68,0,1.75164,58.32802402,1762,0.925261469,187,12893,35,18,1,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,UBA6821,NA,NA,Verrucomicrobiota/_A
PM_bin429,Pacific Maritime,91.34,5.85,7.14,1.209309,33.74811566,1332,0.905915692,175,7859,31,19,0,1,0,high,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,NA,Alphaproteobacteria
PM_bin445,Pacific Maritime,62.54,0,0,0.658707,36.54826805,639,0.869998345,41,22028,45,20,0,0,1,medium,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1-6,NA,NA,Alphaproteobacteria
PM_bin454,Pacific Maritime,66.41,1.28,0,1.940343,64.61099919,2034,0.900997401,381,5530,28,17,0,0,0,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-756,NA,Actinobacteriota
PM_bin457,Pacific Maritime,90.24,1.28,0,2.127833,57.05081179,2134,0.935412695,86,54034,43,18,1,1,1,high,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,RAAP-2,NA,NA,Actinobacteriota
PM_bin51,Pacific Maritime,85.94,0.84,0,4.401147,51.5481078,3836,0.906054263,80,92089,49,20,1,0,0,medium,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,NA,NA,Bdellovibrionota/_C
PM_bin524,Pacific Maritime,82.42,0.11,0,1.856285,59.47346447,2022,0.946541614,274,7962,32,18,1,1,1,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,UBA5976,NA,NA,Actinobacteriota
PM_bin540,Pacific Maritime,57.24,0,0,1.437793,44.24475568,1540,0.946980546,171,10586,16,12,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,NA,Gammaproteobacteria
PM_bin543,Pacific Maritime,56.47,0,0,0.623869,39.85099436,690,0.962528992,96,6753,9,7,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Nanopelagicus,NA,Actinobacteriota
PM_bin549,Pacific Maritime,98.99,1.61,0,3.096148,62.50014534,2944,0.877301408,60,74909,44,19,1,1,1,high,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,NA,Alphaproteobacteria
PM_bin552,Pacific Maritime,69.82,1.15,0,3.314488,71.38396639,2884,0.883872562,640,5642,26,14,2,0,1,medium,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,UBA1268,NA,NA,Planctomycetota
PM_bin569,Pacific Maritime,65.52,1.72,0,1.299043,47.35409067,1380,0.955550355,215,6742,24,17,2,0,0,medium,Bacteria,Margulisbacteria,Marinamargulisbacteria,SXXA01,NA,NA,NA,Margulisbacteria
PM_bin580,Pacific Maritime,98.64,0,0,5.008675,52.72450299,4394,0.915983169,89,95405,39,18,0,0,0,high,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA,NA,Verrucomicrobiota/_A
PM_bin605,Pacific Maritime,62.23,0,0,1.811642,39.82790198,1850,0.950625455,357,5347,13,11,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,NS11-12g,UBA955,NA,NA,Bacteroidota
PM_bin615,Pacific Maritime,91.34,0,0,2.289172,39.36978086,2099,0.951132986,142,22556,27,15,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA952,NA,Bacteroidota
PM_bin622,Pacific Maritime,52.04,0,0,0.988017,47.59573975,1118,0.941599183,180,6195,15,11,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,UBA5976,UBA5976,NA,Actinobacteriota
PM_bin645,Pacific Maritime,92.77,1.14,0,4.536256,60.93168022,3666,0.885970721,296,23909,44,19,1,1,0,high,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,UBA2402,NA,Planctomycetota
PM_bin646,Pacific Maritime,52.04,5.17,0,2.041111,32.91398655,2143,0.904202172,426,5015,11,7,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA,Bacteroidota
PM_bin658,Pacific Maritime,55.3,0,0,2.171694,52.53184841,2127,0.922268054,282,9277,14,9,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,SCGC-AAA027-K21,NA,Gammaproteobacteria
PM_bin668,Pacific Maritime,69.31,0,0,2.362209,59.5006623,2456,0.913039447,366,7945,24,12,0,0,0,medium,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,BOG-935,NA,Alphaproteobacteria
PM_bin670,Pacific Maritime,96.58,1.45,0,1.851281,56.29809845,1855,0.943330051,63,45534,52,20,1,0,0,high,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,RAAP-2,NA,NA,Actinobacteriota
PM_bin671,Pacific Maritime,52.53,0,0,2.146384,70.70948162,2033,0.915088353,469,4772,20,14,0,1,0,medium,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,UBA1268,NA,NA,Planctomycetota
PM_bin680,Pacific Maritime,71.53,0.48,0,1.943879,44.47473325,1925,0.932333751,358,6004,19,11,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,AKYH767,NA,NA,NA,Bacteroidota
PM_bin684,Pacific Maritime,55.17,0,0,1.294733,61.44000346,1274,0.94032901,257,5528,11,8,0,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA953,UBA953,NA,Verrucomicrobiota/_A
PM_bin693,Pacific Maritime,95.92,3.16,0,2.166061,55.58693869,2147,0.907170666,127,34711,42,18,0,0,0,high,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,UBA6821,NA,NA,Verrucomicrobiota/_A
PM_bin694,Pacific Maritime,91.7,1.18,0,4.270006,54.75174976,3452,0.914938761,388,16055,34,20,0,2,1,high,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula_B,NA,Planctomycetota
PM_bin699,Pacific Maritime,68.91,0,0,2.731592,69.48285103,2607,0.91052983,541,5340,26,15,2,0,0,medium,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,UBA1268,QWPN01,NA,Planctomycetota
PM_bin700,Pacific Maritime,72.67,0,0,1.026699,49.37055554,1103,0.960663252,142,9088,19,14,1,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Rhodoluna,NA,Actinobacteriota
PM_bin708,Pacific Maritime,78.08,0.42,0,2.413086,47.59067849,2386,0.925357405,271,12213,29,16,0,0,0,medium,Bacteria,Bdellovibrionota,Bdellovibrionia_A,UBA1018,UBA1018,NA,NA,Bdellovibrionota/_C
PM_bin727,Pacific Maritime,65.86,1.72,0,2.385284,39.77924641,2450,0.923965867,249,13123,19,14,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,NA,Gammaproteobacteria
PM_bin759,Pacific Maritime,86.29,3.93,5.56,2.734699,61.10230047,2714,0.924227493,353,9590,30,16,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA,NA,Gammaproteobacteria
PM_bin768,Pacific Maritime,65.03,0.52,0,0.694912,34.96097348,764,0.891807884,152,4715,14,12,0,0,0,medium,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,GCA-2402195,NA,Alphaproteobacteria
PM_bin780,Pacific Maritime,95.27,0,0,1.612804,42.71399376,1523,0.895777788,130,17493,41,19,1,0,0,high,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,UBA6821,NA,NA,Verrucomicrobiota/_A
PM_bin791,Pacific Maritime,90.25,2.58,0,5.877772,66.48073454,5232,0.922665935,476,17491,44,18,1,0,0,high,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,NA,NA,Myxococcota
PM_bin804,Pacific Maritime,55.64,1.72,0,2.29603,36.76023397,2354,0.910049085,357,7518,19,13,0,0,1,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,Bacteroidota
PM_bin828,Pacific Maritime,76.95,0,0,3.836266,62.40714278,3378,0.891778099,636,6793,27,16,0,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA9464,NA,NA,Verrucomicrobiota/_A
PM_bin831,Pacific Maritime,62.71,0,0,1.685189,45.73890525,1584,0.951829735,236,8928,16,14,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,NS11-12g,UBA955,UBA955,UBA955 sp002293105,Bacteroidota
PM_bin839,Pacific Maritime,83.46,0,0,2.923018,64.1619039,2941,0.935090718,392,9419,26,17,0,0,0,medium,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,70-18,NA,Alphaproteobacteria
PM_bin849,Pacific Maritime,74.58,0,0,2.008627,51.45529757,1994,0.92212591,267,9105,24,15,1,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,UBA1315,NA,Verrucomicrobiota/_A
PM_bin867,Pacific Maritime,52.59,0,0,0.978421,46.80592506,1009,0.957757448,98,13095,16,10,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,AAA044-D11,NA,Actinobacteriota
PM_bin890,Pacific Maritime,93.18,4.19,0,6.603327,70.35824517,5260,0.950367141,168,60571,51,18,1,1,1,high,Bacteria,Myxococcota,Bradimonadia,UBA7976,UBA1532,NA,NA,Myxococcota
PM_bin920,Pacific Maritime,90.6,1.28,0,1.208002,56.22714201,1238,0.949370117,66,29542,44,19,0,0,1,high,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,RAAP-2,RAAP-2,NA,Actinobacteriota
PM_bin943,Pacific Maritime,50.89,0.85,0,1.493463,58.54701456,1622,0.954750804,241,7046,12,10,0,0,0,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,UBA8139,F1-20-MAGs160,NA,Actinobacteriota
PM_bin946,Pacific Maritime,64.14,0,0,2.053134,31.03937687,2047,0.920083151,272,9291,15,12,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,Bacteroidota
PM_bin953,Pacific Maritime,80.14,0.88,0,1.129735,51.79958132,1162,0.952887182,107,15120,34,15,0,0,1,medium,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Rhodoluna,NA,Actinobacteriota
PM_bin980,Pacific Maritime,88.95,2.68,0,3.52164,41.15184971,3534,0.923549539,151,40603,26,15,0,0,0,medium,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax,NA,Bdellovibrionota/_C
PM_bin998,Pacific Maritime,56.54,8.62,0,2.293801,35.91388268,2157,0.939141626,395,6277,6,5,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,NA,Bacteroidota
SAP_bin101,Semi-Arid Plateaux,56.14,1.75,0,0.831575,59.25238253,895,0.955382257,129,7798,13,11,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Pontimonas,NA,Actinobacteriota
SAP_bin1011,Semi-Arid Plateaux,59.48,0,0,0.5697,41.33684395,638,0.962367913,101,5907,10,7,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Nanopelagicus,Nanopelagicus sp000294575,Actinobacteriota
SAP_bin1015,Semi-Arid Plateaux,56.9,1.72,0,2.121272,48.93964565,2285,0.863579022,409,5654,19,11,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,NA,Gammaproteobacteria
SAP_bin1032,Semi-Arid Plateaux,64.04,0,0,2.022583,38.11967173,2251,0.937655463,313,7604,18,15,0,0,0,medium,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,UBA4096,NA,Bdellovibrionota/_C
SAP_bin1041,Semi-Arid Plateaux,61.29,0,0,2.059823,42.66716121,2047,0.885378015,279,8979,24,16,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter radioresistens,Gammaproteobacteria
SAP_bin1055,Semi-Arid Plateaux,58.05,0,0,0.68184,46.41543471,697,0.92040948,44,18900,31,17,0,0,0,medium,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,UBA1547,NA,Patescibacteria
SAP_bin1058,Semi-Arid Plateaux,98.26,0.03,0,4.100953,68.07373798,3956,0.908105262,244,25107,48,19,0,0,0,high,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Paracraurococcus,NA,Alphaproteobacteria
SAP_bin1061,Semi-Arid Plateaux,68.64,0,0,1.845868,67.84986792,1826,0.943112942,346,5972,28,14,0,1,1,medium,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,SYIB01,NA,Planctomycetota
SAP_bin1082,Semi-Arid Plateaux,97.58,0,0,1.594817,41.95196063,1495,0.884334692,62,45607,34,17,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera,NA,Gammaproteobacteria
SAP_bin1088,Semi-Arid Plateaux,94.6,0.41,0,2.330641,60.60727499,2267,0.949211397,56,90829,40,17,1,0,1,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,UBA954,NA,Gammaproteobacteria
SAP_bin1090,Semi-Arid Plateaux,82.98,3.38,7.14,2.504555,36.16263169,2526,0.942632124,400,7466,18,12,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA952,NA,Bacteroidota
SAP_bin1091,Semi-Arid Plateaux,57.92,1.72,0,1.963241,53.58669669,2090,0.925608726,378,5535,10,9,0,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,UBA956,NA,Verrucomicrobiota/_A
SAP_bin1096,Semi-Arid Plateaux,54.39,0,0,0.781442,48.55421132,801,0.956189967,87,13519,22,13,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Rhodoluna,NA,Actinobacteriota
SAP_bin1115,Semi-Arid Plateaux,76.04,2.19,0,2.441918,31.2284442,2543,0.926241586,472,5539,17,10,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,UBA10324,NA,NA,Bacteroidota
SAP_bin1121,Semi-Arid Plateaux,53.01,3.08,0,0.722252,37.83347087,774,0.873185536,159,4656,20,14,0,0,0,medium,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Phycorickettsia,NA,Alphaproteobacteria
SAP_bin1142,Semi-Arid Plateaux,63.26,4.46,0,1.367734,50.83408031,1508,0.948546282,210,8314,22,15,0,1,1,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,UBA3006,NA,Actinobacteriota
SAP_bin1167,Semi-Arid Plateaux,73.71,6.03,0,1.854426,35.46698547,1778,0.938444025,199,13083,14,10,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,NA,Bacteroidota
SAP_bin117,Semi-Arid Plateaux,93.48,1.71,0,1.703169,67.62617215,1681,0.934991771,56,44623,38,17,1,1,1,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,UBA3065,UBA3065,NA,Gammaproteobacteria
SAP_bin1182,Semi-Arid Plateaux,94.19,1.07,0,2.309035,36.84773076,2030,0.907683946,81,49779,38,19,2,0,0,high,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,NA,NA,Gammaproteobacteria
SAP_bin119,Semi-Arid Plateaux,63.33,0.85,0,0.889953,48.03163763,949,0.907892889,22,76125,41,17,1,1,1,medium,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,UBA1547,NA,Patescibacteria
SAP_bin12,Semi-Arid Plateaux,55.35,1.12,0,0.82233,32.25773108,1031,0.924245741,207,3877,16,12,0,0,0,medium,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,UBA3375,NA,NA,Firmicutes/_A
SAP_bin1206,Semi-Arid Plateaux,91.48,0.62,0,3.846094,66.50939889,3471,0.931089308,446,11708,39,19,0,0,0,high,Bacteria,Planctomycetota,UBA1135,UBA2386,UBA2386,SXPK01,NA,Planctomycetota
SAP_bin1210,Semi-Arid Plateaux,89.27,0.8,0,2.611551,49.78355774,2608,0.909975336,206,18633,25,14,1,1,1,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnohabitans,NA,Gammaproteobacteria
SAP_bin128,Semi-Arid Plateaux,85.84,1.18,0,4.992157,51.22855711,4340,0.894584445,637,9313,30,17,1,1,1,medium,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula_B,NA,Planctomycetota
SAP_bin136,Semi-Arid Plateaux,98.03,0.99,0,2.801591,43.37913707,2481,0.920990252,51,102404,38,19,0,1,1,high,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,NA,Bacteroidota
SAP_bin160,Semi-Arid Plateaux,66.14,0,0,2.100078,40.29955078,2121,0.94149884,145,22244,19,11,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,NA,Gammaproteobacteria
SAP_bin173,Semi-Arid Plateaux,92.97,1.74,0,2.82006,53.36315539,2650,0.906733899,295,12791,28,14,0,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,UBA956,NA,Verrucomicrobiota/_A
SAP_bin176,Semi-Arid Plateaux,96.5,0.61,0,3.938934,65.66045534,3984,0.900494398,115,52248,49,20,1,1,1,high,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,NA,Alphaproteobacteria
SAP_bin181,Semi-Arid Plateaux,50.47,0,0,2.438601,34.79343279,2359,0.931647695,448,6140,16,11,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,NA,Bacteroidota
SAP_bin20,Semi-Arid Plateaux,74.14,0,0,5.526874,71.1579638,5385,0.944445088,954,6707,34,16,0,0,0,medium,Bacteria,Myxococcota,UBA796,UBA796,UBA796,NA,NA,Myxococcota
SAP_bin213,Semi-Arid Plateaux,89.41,0.43,0,2.261673,64.76219153,2358,0.93168818,240,11942,28,15,1,0,1,medium,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sandarakinorhabdus,NA,Alphaproteobacteria
SAP_bin214,Semi-Arid Plateaux,65,0,0,1.844183,39.63516636,1877,0.944943099,315,6551,9,6,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,UBA6715,NA,Bacteroidota
SAP_bin215,Semi-Arid Plateaux,69.14,0,0,4.752591,63.95793368,4669,0.891488453,333,21353,42,15,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia pickettii_B,Gammaproteobacteria
SAP_bin219,Semi-Arid Plateaux,63.83,0.99,0,1.81861,33.80746834,1857,0.898394378,367,5136,12,8,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA,Bacteroidota
SAP_bin221,Semi-Arid Plateaux,94.51,2.63,0,1.960625,39.34021039,1947,0.883646286,295,8682,43,19,2,1,0,high,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,NA,NA,Alphaproteobacteria
SAP_bin222,Semi-Arid Plateaux,50.32,0,0,0.745343,54.84052309,854,0.957583287,134,6018,20,12,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Aquiluna,NA,Actinobacteriota
SAP_bin232,Semi-Arid Plateaux,75.09,1.69,0,0.721258,36.69616143,762,0.896426799,17,78547,36,20,2,3,1,medium,Bacteria,Patescibacteria,Paceibacteria,UBA9983,UBA1006,NA,NA,Patescibacteria
SAP_bin250,Semi-Arid Plateaux,79.93,2.2,0,1.825964,55.46703002,2008,0.921729015,195,12391,37,20,0,2,1,medium,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UBA3002,UBA6189,NA,Alphaproteobacteria
SAP_bin261,Semi-Arid Plateaux,99.73,0,0,2.605639,32.66714998,2277,0.936602883,45,97899,33,19,1,1,1,high,Bacteria,Bacteroidota,Bacteroidia,UBA7662,NA,NA,NA,Bacteroidota
SAP_bin3,Semi-Arid Plateaux,98.58,0.95,0,2.359608,56.80998708,2380,0.890311018,86,41147,44,17,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,NA,NA,Gammaproteobacteria
SAP_bin306,Semi-Arid Plateaux,62.07,1.72,0,1.001188,62.77871888,1068,0.963530326,125,10376,24,12,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,UBA2463,NA,Gammaproteobacteria
SAP_bin308,Semi-Arid Plateaux,71.55,1.72,0,1.006244,66.73351593,1032,0.958068818,92,16395,34,19,0,0,0,medium,Bacteria,Chloroflexota,Ellin6529,CSP1-4,UBA10416,UBA10416,UBA10416 sp003670745,Chloroflexota
SAP_bin32,Semi-Arid Plateaux,90.95,0.86,0,2.615321,48.41038634,2436,0.931327359,252,14806,32,19,0,1,1,high,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UA16,NA,NA,Bacteroidota
SAP_bin321,Semi-Arid Plateaux,94.56,1.36,0,5.244924,57.84139103,4387,0.910877832,171,42531,39,18,0,0,0,high,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA,NA,Verrucomicrobiota/_A
SAP_bin338,Semi-Arid Plateaux,50.31,1.72,0,1.699235,59.58363617,1963,0.934823023,300,6635,15,9,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnohabitans,NA,Gammaproteobacteria
SAP_bin350,Semi-Arid Plateaux,70.61,1.72,0,2.790682,52.61402052,2686,0.925794842,297,11738,32,15,0,0,1,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,UBA956,NA,Verrucomicrobiota/_A
SAP_bin37,Semi-Arid Plateaux,90.88,1.88,0,3.237469,55.66240171,3182,0.92279401,319,12401,30,16,1,1,1,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UBA10329,UBA10329,NA,Bacteroidota
SAP_bin383,Semi-Arid Plateaux,63.2,0.22,0,1.382199,63.71202699,1587,0.920174302,292,5106,26,13,0,0,0,medium,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,UBA2020,UBA2020,NA,Alphaproteobacteria
SAP_bin4,Semi-Arid Plateaux,72.67,0,0,1.037469,45.02891171,1119,0.955894586,102,13810,21,12,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,AcAMD-5,NA,Actinobacteriota
SAP_bin411,Semi-Arid Plateaux,50,3.45,0,1.059766,48.49429025,1169,0.937260678,162,7785,20,11,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Planktophila,NA,Actinobacteriota
SAP_bin423,Semi-Arid Plateaux,88.33,0.48,0,2.605573,33.95990057,2408,0.903691434,370,8668,18,14,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,AKYH767,UBA4408,NA,NA,Bacteroidota
SAP_bin425,Semi-Arid Plateaux,55.17,0,0,1.79655,40.19849155,1867,0.946203,182,14869,17,8,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,NA,Gammaproteobacteria
SAP_bin436,Semi-Arid Plateaux,72.16,1.14,0,2.694537,61.9589191,2471,0.904748014,493,5897,28,14,1,1,0,medium,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,QWPT01,NA,Planctomycetota
SAP_bin451,Semi-Arid Plateaux,60.14,0,0,1.788837,41.26273104,1807,0.943835576,294,7010,10,8,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,UBA6715,NA,Bacteroidota
SAP_bin452,Semi-Arid Plateaux,79.51,1.53,0,3.410383,35.98974074,3304,0.925291382,465,9325,16,10,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,M0103,NA,Bacteroidota
SAP_bin454,Semi-Arid Plateaux,58.62,0,0,1.374619,56.9721501,1301,0.953528941,174,9659,14,7,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,TMED14,NA,Bacteroidota
SAP_bin478,Semi-Arid Plateaux,87.76,0,0,0.898784,36.72528661,915,0.948715153,91,13430,34,15,1,0,0,medium,Bacteria,Firmicutes,Bacilli,RFN20,CAG-826,UBA970,NA,Firmicutes/_A
